Date,Open,High,Low,Close,Event,Category
2016-11-02,7888.35,7933.59,7851.14,7888.38,,
2016-11-03,7901.04,7999.06,7853.98,7897.28,,
2016-11-04,7914.05,8053.79,7895.11,7946.85,,
2016-11-07,7877.19,7987.16,7825.85,7926.82,,
2016-11-08,8052.95,8061.0,7967.98,7981.03,Demonetisation,Political/Market
2016-11-09,7878.81,7886.69,7828.37,7858.25,,
2016-11-10,7969.0,7987.27,7937.91,7964.57,,
2016-11-11,7955.9,7978.5,7915.38,7940.92,,
2016-11-14,7957.54,8036.15,7949.58,7974.24,,
2016-11-15,8052.81,8113.03,8021.47,8061.12,,
2016-11-16,8074.11,8184.42,7912.9,8072.8,,
2016-11-17,8010.69,8018.7,7982.01,8003.71,,
2016-11-18,8041.63,8070.0,8022.8,8035.15,,
2016-11-21,7989.25,8014.89,7935.18,7997.53,,
2016-11-22,7833.59,7861.85,7806.25,7823.21,,
2016-11-23,7976.9,8053.14,7937.82,7991.2,,
2016-11-24,8021.7,8101.68,7972.09,8046.67,,
2016-11-25,8108.61,8134.7,8047.43,8080.37,,
2016-11-28,8095.98,8110.7,8042.56,8071.53,,
2016-11-29,8111.51,8157.18,8048.87,8091.31,,
2016-11-30,8091.32,8125.53,8065.1,8116.12,,
2016-12-01,7997.4,8044.14,7988.75,8003.69,,
2016-12-02,8076.8,8135.7,8017.95,8036.26,,
2016-12-05,7971.34,8056.46,7963.37,8016.7,,
2016-12-06,8040.48,8069.72,7971.39,8024.62,,
2016-12-07,8039.09,8086.69,7960.86,8065.81,,
2016-12-08,8030.09,8038.12,7981.34,8002.64,,
2016-12-09,8113.85,8155.67,7985.72,8002.54,,
2016-12-12,8193.73,8201.93,8148.56,8180.84,,
2016-12-13,8066.75,8074.82,8009.47,8041.88,,
2016-12-14,8284.94,8316.3,8254.9,8288.48,,
2016-12-15,7993.33,8040.43,7971.43,7999.06,,
2016-12-16,8120.95,8176.51,8065.48,8128.23,,
2016-12-19,8155.4,8163.56,8115.37,8131.06,,
2016-12-20,8055.64,8119.69,8047.58,8079.67,,
2016-12-21,8083.91,8118.42,8036.73,8087.2,,
2016-12-22,8184.63,8207.46,8142.74,8157.61,,
2016-12-23,8075.39,8163.84,8067.31,8142.71,,
2016-12-26,8189.77,8231.84,8100.59,8154.01,,
2016-12-27,8230.02,8260.63,8221.79,8247.99,,
2016-12-28,8133.21,8189.3,8084.03,8151.0,,
2016-12-29,8096.7,8154.84,8088.6,8146.66,,
2016-12-30,8001.9,8064.87,7963.5,8030.28,,
2017-01-02,8171.76,8218.76,8108.8,8188.28,,
2017-01-03,8237.07,8263.13,8159.81,8224.18,,
2017-01-04,8157.83,8247.21,8145.04,8205.96,,
2017-01-05,8236.57,8298.16,8218.2,8271.19,,
2017-01-06,8264.25,8365.53,8207.95,8297.95,,
2017-01-09,8265.11,8310.1,8247.22,8285.46,,
2017-01-10,8233.66,8249.37,8181.37,8239.11,,
2017-01-11,8140.34,8241.95,8132.2,8222.44,,
2017-01-12,8290.01,8377.99,8203.14,8250.19,,
2017-01-13,8209.69,8261.28,8201.48,8251.91,,
2017-01-16,8373.58,8406.94,8318.29,8362.65,,
2017-01-17,8289.75,8338.37,8258.82,8296.55,,
2017-01-18,8197.04,8276.95,8178.64,8263.63,,
2017-01-19,8217.75,8227.01,8199.96,8210.67,,
2017-01-20,8259.26,8350.42,8248.2,8330.93,,
2017-01-23,8236.3,8292.33,8189.09,8278.91,,
2017-01-24,8414.23,8461.01,8405.82,8451.5,,
2017-01-25,8339.33,8347.67,8281.84,8305.96,,
2017-01-26,8425.19,8455.28,8370.09,8390.88,,
2017-01-27,8430.14,8524.87,8376.58,8436.35,,
2017-01-30,8314.03,8322.35,8263.76,8295.24,,
2017-01-31,8364.17,8405.42,8355.8,8380.94,,
2017-02-01,8621.04,8629.66,8514.83,8532.81,,
2017-02-02,8390.7,8417.45,8373.06,8399.46,,
2017-02-03,8478.8,8619.19,8411.2,8497.8,,
2017-02-06,8362.65,8437.05,8354.28,8406.97,,
2017-02-07,8484.2,8573.95,8384.99,8462.6,,
2017-02-08,8387.32,8423.09,8378.93,8393.23,,
2017-02-09,8536.69,8577.7,8459.18,8477.36,,
2017-02-10,8412.83,8421.24,8331.4,8363.45,,
2017-02-13,8470.53,8518.9,8462.06,8494.43,,
2017-02-14,8516.8,8571.47,8486.22,8517.82,,
2017-02-15,8564.35,8572.92,8489.48,8501.35,,
2017-02-16,8484.58,8499.72,8431.65,8473.01,,
2017-02-17,8502.99,8525.53,8408.28,8483.96,,
2017-02-20,8479.26,8578.31,8415.17,8474.83,,
2017-02-21,8572.68,8686.17,8521.66,8576.12,,
2017-02-22,8543.9,8587.88,8520.93,8578.56,,
2017-02-23,8620.61,8629.24,8543.4,8582.05,,
2017-02-24,8450.32,8525.14,8421.07,8434.78,,
2017-02-27,8448.16,8488.1,8414.75,8470.01,,
2017-02-28,8676.04,8755.43,8661.89,8671.19,,
2017-03-01,8543.88,8653.44,8535.34,8599.04,,
2017-03-02,8626.94,8635.56,8564.82,8594.24,,
2017-03-03,8454.98,8556.78,8444.12,8513.49,,
2017-03-06,8648.47,8663.29,8615.68,8628.53,,
2017-03-07,8567.96,8622.83,8559.39,8579.43,,
2017-03-08,8549.66,8588.03,8477.23,8544.62,,
2017-03-09,8716.14,8756.3,8614.08,8657.9,,
2017-03-10,8584.89,8597.15,8532.42,8564.7,,
2017-03-13,8658.18,8674.13,8552.26,8634.5,,
2017-03-14,8685.54,8739.4,8675.2,8726.2,,
2017-03-15,8692.42,8731.67,8619.3,8701.11,,
2017-03-16,8558.62,8629.79,8507.28,8567.1,,
2017-03-17,8681.99,8808.14,8524.44,8695.22,,
2017-03-20,8667.01,8721.13,8629.67,8684.56,,
2017-03-21,8839.34,8849.82,8793.63,8828.8,,
2017-03-22,8730.83,8792.43,8698.58,8739.66,,
2017-03-23,8643.11,8671.49,8591.07,8640.05,,
2017-03-24,8793.57,8849.24,8784.77,8840.11,,
2017-03-27,8703.93,8760.75,8662.56,8715.63,,
2017-03-28,8797.99,8832.64,8716.72,8744.18,,
2017-03-29,8808.05,8831.21,8784.54,8795.96,,
2017-03-30,8736.0,8761.17,8685.16,8715.87,,
2017-03-31,8746.87,8853.4,8665.59,8731.74,,
2017-04-03,8763.09,8772.52,8698.21,8727.44,,
2017-04-04,8852.03,8883.12,8756.79,8837.99,,
2017-04-05,8778.44,8847.84,8769.66,8819.46,,
2017-04-06,8787.42,8899.81,8755.87,8836.35,,
2017-04-07,8854.07,8935.0,8801.85,8892.5,,
2017-04-10,8705.64,8779.98,8639.58,8712.84,,
2017-04-11,8821.68,8830.5,8765.93,8801.2,,
2017-04-12,8911.93,8977.26,8868.9,8948.98,,
2017-04-13,8880.71,8931.6,8811.61,8871.38,,
2017-04-14,8830.58,8866.59,8806.87,8855.98,,
2017-04-17,8760.59,8869.17,8749.74,8813.24,,
2017-04-18,8839.49,8907.39,8776.12,8819.3,,
2017-04-19,8792.04,8846.19,8727.06,8788.74,,
2017-04-20,8903.23,8950.78,8884.94,8903.28,,
2017-04-21,8859.71,8983.67,8805.2,8885.48,,
2017-04-24,8996.51,9036.28,8912.71,8983.52,,
2017-04-25,9073.81,9110.64,8981.89,9040.65,,
2017-04-26,8972.83,8995.29,8929.42,8956.66,,
2017-04-27,8839.49,8913.34,8777.94,8848.83,,
2017-04-28,8989.76,9038.33,8910.58,8947.11,,
2017-05-01,9001.65,9034.72,8938.3,8965.21,,
2017-05-02,8904.93,8913.84,8884.73,8902.94,,
2017-05-03,8925.69,8972.12,8902.79,8956.09,,
2017-05-04,8849.0,8975.72,8791.25,8873.6,,
2017-05-05,9059.73,9081.62,9021.92,9045.25,,
2017-05-08,8975.95,9049.52,8951.92,8998.17,,
2017-05-09,8962.42,8974.1,8914.11,8961.52,,
2017-05-10,9158.49,9176.42,9113.21,9135.46,,
2017-05-11,9063.62,9081.85,9019.2,9068.64,,
2017-05-12,8930.51,9007.17,8894.93,8951.49,,
2017-05-15,9105.28,9114.38,9042.78,9063.22,,
2017-05-16,9230.34,9291.27,9152.7,9238.42,,
2017-05-17,9055.7,9147.59,9037.19,9125.81,,
2017-05-18,9154.33,9172.61,9027.03,9130.25,,
2017-05-19,9011.79,9069.51,8975.12,9030.68,,
2017-05-22,9050.45,9113.04,8988.71,9102.55,,
2017-05-23,9002.06,9097.97,8974.59,9062.06,,
2017-05-24,9199.89,9209.09,9153.59,9178.15,,
2017-05-25,9130.13,9190.65,9087.89,9150.14,,
2017-05-26,9174.55,9183.72,9033.03,9087.07,,
2017-05-29,9256.53,9326.62,9159.87,9242.38,,
2017-05-30,9202.48,9237.35,9174.58,9197.83,,
2017-05-31,9123.12,9202.19,9056.85,9188.26,,
2017-06-01,9041.5,9126.94,8936.16,9108.25,,
2017-06-02,9177.77,9214.01,9118.54,9154.18,,
2017-06-05,9280.09,9364.68,9169.41,9241.3,,
2017-06-06,9113.54,9174.54,9075.49,9134.93,,
2017-06-07,9155.12,9250.91,9128.11,9187.88,,
2017-06-08,9198.97,9268.67,9141.38,9220.15,,
2017-06-09,9216.83,9343.12,9166.75,9199.83,,
2017-06-12,9127.06,9265.93,9075.92,9200.29,,
2017-06-13,9126.19,9220.91,9079.05,9109.44,,
2017-06-14,9377.14,9451.03,9285.12,9294.6,,
2017-06-15,9330.06,9396.12,9315.86,9329.98,,
2017-06-16,9272.75,9346.15,9254.91,9286.92,,
2017-06-19,9354.36,9393.29,9313.35,9335.82,,
2017-06-20,9265.32,9274.58,9174.27,9186.22,,
2017-06-21,9238.36,9307.95,9153.38,9217.67,,
2017-06-22,9435.84,9468.36,9406.38,9437.83,,
2017-06-23,9380.6,9475.88,9359.87,9404.54,,
2017-06-26,9372.86,9382.23,9304.81,9317.68,,
2017-06-27,9328.41,9337.74,9292.61,9305.15,,
2017-06-28,9221.74,9230.96,9157.01,9177.81,,
2017-06-29,9332.85,9429.79,9271.57,9315.48,,
2017-06-30,9265.12,9313.73,9250.18,9269.7,,
2017-07-03,9220.32,9271.6,9133.14,9212.75,,
2017-07-04,9321.44,9330.76,9289.63,9299.3,,
2017-07-05,9472.83,9492.48,9427.33,9441.41,,
2017-07-06,9507.11,9556.87,9452.66,9507.13,,
2017-07-07,9537.44,9546.98,9451.68,9510.28,,
2017-07-10,9483.63,9510.93,9439.52,9476.24,,
2017-07-11,9510.08,9519.59,9437.92,9465.05,,
2017-07-12,9466.57,9537.9,9454.27,9517.49,,
2017-07-13,9494.27,9585.55,9451.28,9473.14,,
2017-07-14,9398.41,9471.18,9346.65,9400.27,,
2017-07-17,9312.14,9372.78,9302.54,9362.54,,
2017-07-18,9556.79,9629.68,9521.83,9590.67,,
2017-07-19,9557.51,9618.96,9486.32,9546.81,,
2017-07-20,9555.56,9607.29,9469.81,9530.47,,
2017-07-21,9421.34,9458.56,9336.28,9422.92,,
2017-07-24,9398.83,9461.27,9375.85,9420.6,,
2017-07-25,9528.3,9589.75,9518.77,9565.23,,
2017-07-26,9346.29,9406.86,9280.46,9377.79,,
2017-07-27,9515.13,9562.09,9487.03,9513.77,,
2017-07-28,9610.26,9625.12,9568.43,9596.21,,
2017-07-31,9417.66,9494.73,9398.26,9442.37,,
2017-08-01,9554.45,9564.0,9530.37,9547.61,,
2017-08-02,9693.77,9754.98,9596.55,9682.39,,
2017-08-03,9719.09,9728.81,9608.11,9681.1,,
2017-08-04,9645.38,9688.38,9594.05,9664.25,,
2017-08-07,9548.52,9636.92,9507.4,9607.04,,
2017-08-08,9713.99,9768.45,9638.18,9729.51,,
2017-08-09,9432.41,9501.57,9396.95,9456.58,,
2017-08-10,9645.43,9756.87,9595.33,9634.17,,
2017-08-11,9832.14,9869.92,9735.34,9745.3,,
2017-08-14,9797.71,9807.5,9716.03,9754.16,,
2017-08-15,9836.3,9846.13,9725.86,9787.26,,
2017-08-16,9667.17,9676.84,9593.15,9622.52,,
2017-08-17,9735.97,9770.11,9699.34,9736.11,,
2017-08-18,9791.89,9877.13,9692.74,9719.74,,
2017-08-21,9662.54,9672.2,9585.33,9606.71,,
2017-08-22,9831.68,9861.88,9805.86,9824.57,,
2017-08-23,9624.72,9694.88,9615.09,9673.88,,
2017-08-24,9784.95,9810.52,9707.01,9763.84,,
2017-08-25,9655.37,9697.19,9615.57,9672.81,,
2017-08-28,9780.17,9816.92,9755.53,9776.82,,
2017-08-29,9635.49,9709.63,9590.02,9689.65,,
2017-08-30,9730.75,9756.83,9708.3,9732.12,,
2017-08-31,9769.52,9859.54,9750.32,9798.28,,
2017-09-01,9667.46,9723.93,9655.78,9685.9,,
2017-09-04,9710.57,9721.52,9665.08,9685.3,,
2017-09-05,9733.65,9783.52,9685.69,9749.59,,
2017-09-06,9687.32,9776.47,9619.31,9733.23,,
2017-09-07,9766.17,9850.54,9661.35,9829.85,,
2017-09-08,9682.46,9749.21,9620.53,9733.9,,
2017-09-11,9773.94,9830.11,9724.71,9766.65,,
2017-09-12,9884.08,9900.65,9760.0,9788.63,,
2017-09-13,9924.34,9947.87,9877.46,9909.27,,
2017-09-14,9681.8,9725.65,9640.86,9699.7,,
2017-09-15,9735.45,9760.11,9637.98,9747.29,,
2017-09-18,9839.53,9938.96,9829.69,9872.67,,
2017-09-19,9841.72,9912.86,9785.03,9810.95,,
2017-09-20,9940.72,9989.52,9760.78,9866.81,,
2017-09-21,9892.02,9911.86,9784.69,9884.43,,
2017-09-22,9767.74,9833.57,9736.65,9810.99,,
2017-09-25,9842.32,9902.34,9814.79,9856.5,,
2017-09-26,10058.68,10071.97,9972.43,9995.64,,
2017-09-27,9944.63,9954.57,9871.57,9895.14,,
2017-09-28,9926.34,9999.58,9916.41,9957.86,,
2017-09-29,9980.99,10037.68,9971.01,10003.13,,
2017-10-02,9858.11,9939.34,9814.84,9897.65,,
2017-10-03,10055.61,10146.92,9966.33,10011.42,,
2017-10-04,9925.36,9974.33,9859.12,9908.69,,
2017-10-05,9958.2,10116.88,9836.1,9972.84,,
2017-10-06,10082.7,10206.45,9990.81,10030.89,,
2017-10-09,10129.32,10158.51,10091.6,10124.97,,
2017-10-10,9880.8,9904.74,9826.88,9849.45,,
2017-10-11,10343.89,10481.45,10224.41,10341.66,,
2017-10-12,10027.65,10069.07,10017.62,10056.27,,
2017-10-13,10076.74,10167.95,10010.8,10066.16,,
2017-10-16,9928.06,10005.11,9883.12,9968.2,,
2017-10-17,10114.44,10148.91,10038.54,10094.49,,
2017-10-18,10208.96,10242.07,10169.88,10221.07,,
2017-10-19,10176.34,10237.23,10127.43,10183.08,,
2017-10-20,10071.54,10095.54,10054.59,10079.91,,
2017-10-23,10166.29,10227.96,10051.99,10121.9,,
2017-10-24,10098.66,10138.06,10006.42,10074.18,,
2017-10-25,10197.86,10284.08,10187.66,10236.71,,
2017-10-26,10127.65,10162.71,10053.9,10092.21,,
2017-10-27,10092.63,10144.84,10035.34,10115.04,,
2017-10-30,9899.99,9928.08,9800.33,9907.06,,
2017-10-31,10158.17,10258.45,10116.19,10219.58,,
2017-11-01,10361.58,10372.97,10280.05,10304.97,,
2017-11-02,10069.92,10139.38,10032.54,10079.39,,
2017-11-03,10129.72,10174.07,10064.12,10089.86,,
2017-11-06,10137.8,10269.93,10122.23,10148.81,,
2017-11-07,10205.16,10290.2,10064.56,10196.21,,
2017-11-08,10246.39,10304.7,10154.89,10216.94,,
2017-11-09,10222.65,10257.57,10142.85,10231.11,,
2017-11-10,10262.46,10356.95,10175.68,10244.88,,
2017-11-13,10255.6,10328.19,10089.98,10248.37,,
2017-11-14,10262.83,10311.32,10252.57,10296.57,,
2017-11-15,10240.05,10286.19,10173.42,10260.05,,
2017-11-16,10266.92,10375.1,10184.34,10247.43,,
2017-11-17,10412.55,10466.96,10327.86,10421.71,,
2017-11-20,10174.58,10235.01,10119.95,10158.79,,
2017-11-21,10380.13,10492.58,10304.26,10401.77,,
2017-11-22,10329.69,10489.79,10197.97,10384.64,,
2017-11-23,10361.17,10436.03,10311.97,10351.06,,
2017-11-24,10459.44,10534.53,10372.61,10407.25,,
2017-11-27,10306.03,10410.76,10295.72,10368.64,,
2017-11-28,10269.06,10321.85,10212.73,10283.56,,
2017-11-29,10356.84,10413.2,10346.48,10381.46,,
2017-11-30,10329.73,10382.07,10313.8,10333.86,,
2017-12-01,10370.54,10430.94,10238.16,10376.03,,
2017-12-04,10282.45,10385.79,10264.38,10348.99,,
2017-12-05,10362.86,10373.22,10265.63,10324.46,,
2017-12-06,10292.32,10363.41,10282.03,10318.66,,
2017-12-07,10360.07,10393.58,10332.41,10363.45,,
2017-12-08,10450.4,10463.38,10328.47,10358.79,,
2017-12-11,10369.52,10448.36,10359.15,10423.84,,
2017-12-12,10502.25,10594.24,10456.86,10570.83,,
2017-12-13,10601.53,10646.92,10541.36,10587.05,,
2017-12-14,10392.64,10506.56,10382.25,10421.0,,
2017-12-15,10349.25,10376.77,10325.26,10354.86,,
2017-12-18,10569.44,10704.2,10550.11,10569.77,,
2017-12-19,10500.25,10554.36,10489.75,10537.84,,
2017-12-20,10598.38,10664.78,10540.32,10587.94,,
2017-12-21,10583.24,10593.82,10471.23,10535.8,,
2017-12-22,10554.14,10640.47,10543.59,10583.51,,
2017-12-25,10479.46,10600.37,10432.3,10561.23,,
2017-12-26,10479.39,10525.21,10409.16,10495.75,,
2017-12-27,10562.65,10573.21,10488.91,10547.24,,
2017-12-28,10683.64,10713.7,10622.2,10672.03,,
2017-12-29,10429.72,10528.15,10419.29,10508.84,,
2018-01-01,10647.74,10676.75,10624.48,10661.43,,
2018-01-02,10553.95,10665.35,10440.13,10545.16,,
2018-01-03,10596.7,10654.95,10508.51,10583.88,,
2018-01-04,10478.54,10586.13,10377.41,10522.09,,
2018-01-05,10468.53,10529.72,10451.94,10491.99,,
2018-01-08,10479.06,10494.74,10410.52,10477.3,,
2018-01-09,10551.46,10698.29,10470.28,10504.39,,
2018-01-10,10472.83,10483.87,10378.99,10396.21,,
2018-01-11,10548.46,10607.24,10518.82,10558.23,,
2018-01-12,10440.48,10554.56,10351.07,10471.49,,
2018-01-15,10497.82,10554.47,10487.32,10537.82,,
2018-01-16,10559.25,10668.1,10514.12,10573.88,,
2018-01-17,10518.4,10560.1,10415.63,10457.51,,
2018-01-18,10541.89,10635.03,10518.78,10562.4,,
2018-01-19,10434.37,10548.99,10395.2,10489.35,,
2018-01-22,10544.07,10654.2,10460.14,10586.83,,
2018-01-23,10573.83,10725.15,10520.04,10569.74,,
2018-01-24,10302.07,10404.63,10222.8,10349.97,,
2018-01-25,10542.37,10565.2,10505.51,10542.94,,
2018-01-26,10595.98,10683.12,10558.14,10611.82,,
2018-01-29,10620.34,10636.3,10529.43,10568.58,,
2018-01-30,10425.53,10512.61,10292.75,10398.09,,
2018-01-31,10657.46,10761.34,10600.68,10644.79,,
2018-02-01,10606.58,10631.04,10495.44,10553.92,Budget LTCG 10%,Budget
2018-02-02,10500.78,10578.4,10476.85,10549.87,,
2018-02-05,10601.09,10651.01,10577.78,10590.85,,
2018-02-06,10248.65,10390.93,10185.79,10314.28,,
2018-02-07,10496.27,10572.26,10408.78,10498.24,,
2018-02-08,10415.84,10570.51,10367.06,10559.16,,
2018-02-09,10562.44,10588.98,10507.98,10567.44,,
2018-02-12,10379.73,10436.49,10285.4,10411.76,,
2018-02-13,10494.7,10547.09,10419.27,10496.33,,
2018-02-14,10524.56,10547.88,10426.7,10481.93,,
2018-02-15,10565.34,10613.7,10554.78,10587.97,,
2018-02-16,10495.78,10616.83,10430.57,10564.05,,
2018-02-19,10409.0,10453.65,10377.89,10428.73,,
2018-02-20,10361.93,10450.85,10330.21,10385.49,,
2018-02-21,10605.46,10654.94,10551.0,10570.08,,
2018-02-22,10459.6,10566.05,10449.14,10501.2,,
2018-02-23,10517.73,10635.57,10420.94,10526.32,,
2018-02-26,10484.85,10495.34,10401.4,10429.84,,
2018-02-27,10229.57,10326.56,10206.82,10237.8,,
2018-02-28,10340.9,10468.63,10284.99,10354.02,,
2018-03-01,10524.94,10569.0,10467.26,10537.04,,
2018-03-02,10372.28,10433.34,10278.3,10354.53,,
2018-03-05,10483.07,10586.05,10454.41,10464.89,,
2018-03-06,10492.68,10612.04,10396.23,10470.38,,
2018-03-07,10471.86,10482.33,10393.7,10465.79,,
2018-03-08,10550.85,10645.91,10540.3,10622.77,,
2018-03-09,10468.52,10528.62,10408.68,10448.89,,
2018-03-12,10409.19,10451.16,10310.47,10372.74,,
2018-03-13,10365.76,10399.74,10245.48,10291.19,,
2018-03-14,10359.52,10401.2,10286.84,10306.35,,
2018-03-15,10548.22,10621.44,10537.67,10566.07,,
2018-03-16,10487.11,10588.47,10403.85,10517.02,,
2018-03-19,10542.21,10595.02,10522.3,10541.49,,
2018-03-20,10371.27,10415.91,10360.9,10378.83,,
2018-03-21,10341.96,10406.89,10248.61,10391.59,,
2018-03-22,10249.92,10403.83,10207.29,10322.0,,
2018-03-23,10234.28,10343.02,10158.17,10288.92,,
2018-03-26,10416.99,10446.45,10392.41,10411.0,,
2018-03-27,10232.01,10394.99,10173.17,10294.99,,
2018-03-28,10301.88,10335.04,10237.51,10307.41,,
2018-03-29,10366.97,10474.83,10246.13,10330.18,,
2018-03-30,10465.62,10554.28,10428.36,10474.24,,
2018-04-02,10363.24,10454.03,10352.88,10389.88,,
2018-04-03,10375.86,10386.24,10299.88,10314.88,,
2018-04-04,10304.29,10314.59,10162.75,10264.63,,
2018-04-05,10347.95,10385.19,10298.64,10344.31,,
2018-04-06,10323.86,10405.36,10200.11,10367.85,,
2018-04-09,10303.19,10405.28,10243.28,10381.02,,
2018-04-10,10354.18,10469.25,10273.41,10335.29,,
2018-04-11,10334.2,10417.34,10323.87,10354.7,,
2018-04-12,10350.53,10368.9,10305.83,10320.93,,
2018-04-13,10427.99,10519.21,10321.19,10397.9,,
2018-04-16,10466.46,10510.86,10392.85,10472.45,,
2018-04-17,10552.11,10562.66,10450.81,10467.42,,
2018-04-18,10365.42,10474.06,10337.5,10427.7,,
2018-04-19,10366.27,10395.91,10327.9,10376.47,,
2018-04-20,10464.42,10536.2,10399.77,10481.94,,
2018-04-23,10262.75,10312.49,10242.52,10278.28,,
2018-04-24,10135.92,10257.3,10125.79,10239.21,,
2018-04-25,10534.13,10590.32,10476.85,10511.07,,
2018-04-26,10241.11,10357.04,10115.76,10242.48,,
2018-04-27,10373.02,10443.61,10328.28,10422.21,,
2018-04-30,10347.46,10381.55,10319.07,10342.97,,
2018-05-01,10270.11,10337.11,10247.6,10323.55,,
2018-05-02,10223.05,10292.51,10083.02,10222.26,,
2018-05-03,10357.71,10470.49,10267.74,10441.1,,
2018-05-04,10382.14,10392.52,10277.25,10319.43,,
2018-05-07,10343.01,10442.11,10264.41,10374.13,,
2018-05-08,10314.38,10340.78,10256.44,10299.79,,
2018-05-09,10493.63,10537.05,10461.77,10475.27,,
2018-05-10,10302.78,10367.52,10235.36,10284.31,,
2018-05-11,10299.18,10357.54,10220.95,10316.13,,
2018-05-14,10338.08,10348.41,10258.13,10301.38,,
2018-05-15,10244.55,10347.74,10114.88,10232.3,,
2018-05-16,10393.14,10403.54,10305.28,10341.93,,
2018-05-17,10028.49,10158.9,9956.9,10118.23,,
2018-05-18,10408.58,10480.2,10349.46,10433.31,,
2018-05-21,10535.37,10589.45,10387.47,10463.87,,
2018-05-22,10474.79,10485.26,10356.68,10444.7,,
2018-05-23,10415.46,10474.08,10360.0,10421.17,,
2018-05-24,10267.46,10305.57,10175.24,10274.88,,
2018-05-25,10251.14,10292.09,10168.25,10197.59,,
2018-05-28,10418.35,10481.21,10388.73,10401.37,,
2018-05-29,10028.04,10181.27,9987.04,10149.99,,
2018-05-30,10286.89,10324.23,10256.58,10274.43,,
2018-05-31,10085.66,10192.84,10075.58,10168.45,,
2018-06-01,10406.94,10441.67,10358.02,10371.6,,
2018-06-04,10325.81,10380.48,10289.69,10356.17,,
2018-06-05,10338.26,10404.2,10327.92,10373.84,,
2018-06-06,10268.63,10349.51,10238.17,10287.82,,
2018-06-07,10257.72,10314.9,10083.51,10174.88,,
2018-06-08,10101.75,10174.72,10071.27,10160.21,,
2018-06-11,10238.15,10265.73,10145.41,10179.77,,
2018-06-12,10367.21,10455.66,10201.15,10302.81,,
2018-06-13,10354.83,10416.27,10272.65,10345.45,,
2018-06-14,10297.07,10307.37,10176.61,10230.94,,
2018-06-15,10223.57,10306.2,10188.99,10247.82,,
2018-06-18,10360.93,10424.99,10294.87,10330.92,,
2018-06-19,10264.19,10274.46,10214.99,10249.55,,
2018-06-20,10357.36,10370.04,10270.93,10298.77,,
2018-06-21,10280.43,10405.35,10270.15,10310.03,,
2018-06-22,10242.32,10365.71,10170.36,10238.77,,
2018-06-25,10338.47,10397.61,10242.63,10291.96,,
2018-06-26,10173.06,10200.3,10120.13,10175.7,,
2018-06-27,10242.84,10278.71,10214.62,10247.59,,
2018-06-28,10240.58,10302.26,10230.34,10261.38,,
2018-06-29,10217.88,10279.23,10140.78,10219.24,,
2018-07-02,10257.32,10292.34,10197.31,10233.99,,
2018-07-03,10252.65,10297.45,10198.74,10259.78,,
2018-07-04,10183.73,10253.37,10104.35,10242.69,,
2018-07-05,10392.01,10424.71,10336.1,10391.84,,
2018-07-06,10255.24,10318.34,10147.38,10234.78,,
2018-07-09,10277.59,10287.86,10220.9,10251.97,,
2018-07-10,10281.09,10353.93,10212.36,10273.13,,
2018-07-11,10240.18,10250.42,10186.66,10206.05,,
2018-07-12,10219.1,10270.16,10157.21,10191.44,,
2018-07-13,10365.83,10376.2,10233.92,10296.71,,
2018-07-16,10263.3,10300.97,10193.03,10212.53,,
2018-07-17,10289.33,10342.84,10182.27,10257.54,,
2018-07-18,10197.33,10207.53,10131.18,10161.6,,
2018-07-19,10127.53,10242.51,10068.6,10167.3,,
2018-07-20,10094.44,10134.07,10084.34,10115.43,,
2018-07-23,10255.77,10324.71,10245.51,10288.22,,
2018-07-24,10043.82,10096.22,9930.38,10069.16,,
2018-07-25,10184.55,10369.66,10010.84,10161.58,,
2018-07-26,10092.44,10234.9,10050.04,10163.96,,
2018-07-27,10041.56,10072.91,9980.39,10025.43,,
2018-07-30,10244.33,10336.4,10099.7,10252.28,,
2018-07-31,10176.88,10228.6,10077.24,10096.11,,
2018-08-01,10149.5,10189.76,10131.85,10151.7,,
2018-08-02,10065.75,10103.41,10008.77,10050.22,,
2018-08-03,10130.01,10242.58,10119.88,10171.61,,
2018-08-06,10147.7,10264.37,10066.95,10166.95,,
2018-08-07,10180.78,10264.1,10139.83,10177.35,,
2018-08-08,9939.15,10005.13,9856.68,9988.93,,
2018-08-09,10129.87,10174.92,10119.74,10145.15,,
2018-08-10,10188.44,10236.0,10178.25,10211.94,,
2018-08-13,10279.59,10296.51,10201.16,10245.36,,
2018-08-14,10044.46,10154.96,10034.42,10097.44,,
2018-08-15,10129.24,10296.26,10089.11,10174.2,,
2018-08-16,10090.12,10146.42,10080.03,10127.15,,
2018-08-17,10044.21,10075.31,9994.11,10037.27,,
2018-08-20,10038.91,10076.07,9966.47,10055.08,,
2018-08-21,10092.3,10117.24,10066.91,10091.56,,
2018-08-22,10065.23,10116.82,10055.16,10096.76,,
2018-08-23,9996.0,10132.8,9932.71,10039.04,,
2018-08-24,10144.96,10196.84,10091.05,10132.37,,
2018-08-27,9920.36,10003.81,9896.36,9954.69,,
2018-08-28,10130.73,10208.47,10120.6,10146.13,,
2018-08-29,9961.13,9998.15,9947.91,9965.27,,
2018-08-30,10015.29,10046.78,9986.54,10012.72,,
2018-08-31,10070.45,10172.25,10040.18,10121.39,,
2018-09-03,10155.7,10222.66,10101.17,10140.54,,
2018-09-04,10015.68,10129.26,9960.79,10056.62,,
2018-09-05,10062.03,10150.24,10032.38,10065.36,,
