Date,Close,sma50,sma200,atr14,chop14,adx14,macd,signal,macd_hist,rsi14,regime,macd_cross,rsi_zone,div,month_so_far_pct,ytd_pct,ret_1y_pct,off_ath_pct,scenario,action,sig,Event
2017-04-27,8848.83,8721.16,8139.19,141.26,55.32,14.79,61.90,62.47,-0.57,51.31,CHOP,CROSS_DOWN,NEUTRAL,,1.39,10.19,23.37,-2.12,CHOP-MID,STAND-ASIDE,0,
2017-04-28,8947.11,8730.42,8146.80,144.71,61.90,14.36,61.82,62.34,-0.52,55.95,CHOP,,NEUTRAL,,2.52,11.42,24.30,-1.03,CHOP-MID,STAND-ASIDE,0,
2017-05-01,8965.21,8740.23,8153.85,141.26,61.49,13.96,62.50,62.37,0.13,56.77,CHOP,CROSS_UP,NEUTRAL,,0.00,11.64,24.89,-0.83,CHOP-UP,WATCH,0,
2017-05-02,8902.94,8746.77,8161.21,136.92,59.58,13.18,57.35,61.37,-4.02,53.12,CHOP,CROSS_DOWN,NEUTRAL,,-0.69,10.87,25.29,-1.52,CHOP-MID,STAND-ASIDE,0,
2017-05-03,8956.09,8754.32,8168.67,132.09,58.16,12.85,56.91,60.48,-3.57,55.74,CHOP,,NEUTRAL,,-0.10,11.53,26.07,-0.94,CHOP-MID,STAND-ASIDE,0,
2017-05-04,8873.60,8760.15,8175.90,135.83,60.63,12.14,49.33,58.25,-8.92,50.98,CHOP,,NEUTRAL,,-1.02,10.50,22.93,-1.85,CHOP-MID,STAND-ASIDE,0,
2017-05-05,9045.25,8772.36,8183.51,140.99,62.36,11.79,56.52,57.90,-1.38,58.85,CHOP,,NEUTRAL,,0.89,12.64,25.76,0.00,CHOP-MID,STAND-ASIDE,0,
2017-05-08,8998.17,8782.92,8190.66,137.89,61.71,10.96,57.75,57.87,-0.12,56.18,CHOP,,NEUTRAL,,0.37,12.05,24.58,-0.52,CHOP-MID,STAND-ASIDE,0,
2017-05-09,8961.52,8788.73,8197.80,134.04,66.42,10.43,55.14,57.33,-2.19,54.13,CHOP,,NEUTRAL,,-0.04,11.60,26.03,-0.93,CHOP-MID,STAND-ASIDE,0,
2017-05-10,9135.46,8799.46,8205.97,139.82,60.61,10.72,66.34,59.13,7.21,61.35,CHOP,CROSS_UP,NEUTRAL,,1.90,13.76,26.32,0.00,CHOP-UP,WATCH,0,
2017-05-11,9068.64,8808.94,8213.36,138.13,59.40,10.34,69.03,61.11,7.92,57.60,CHOP,,NEUTRAL,,1.15,12.93,24.21,-0.73,CHOP-UP,WATCH,0,
2017-05-12,8951.49,8817.70,8220.67,140.68,59.85,9.99,61.00,61.09,-0.09,51.64,CHOP,CROSS_DOWN,NEUTRAL,,-0.15,11.47,25.98,-2.01,CHOP-MID,STAND-ASIDE,0,
2017-05-15,9063.22,8826.40,8228.43,142.26,60.51,9.54,62.93,61.46,1.48,56.29,CHOP,CROSS_UP,NEUTRAL,,1.09,12.86,25.00,-0.79,CHOP-UP,WATCH,0,
2017-05-16,9238.42,8839.58,8237.01,148.39,53.10,10.04,77.70,64.71,13.00,62.39,RANGE,,NEUTRAL,BEAR_DIV,3.05,15.04,28.90,0.00,TOP-WARNING,NO-NEW,0,
2017-05-17,9125.81,8851.20,8244.99,152.16,54.50,9.80,79.41,67.65,11.76,56.89,RANGE,,NEUTRAL,,1.79,13.64,25.83,-1.22,CHOP-UP,WATCH,0,
2017-05-18,9130.25,8860.65,8253.00,151.69,53.70,9.70,80.19,70.15,10.04,57.05,RANGE,,NEUTRAL,,1.84,13.70,26.83,-1.17,CHOP-UP,WATCH,0,
2017-05-19,9030.68,8869.97,8260.26,151.94,54.77,9.28,71.95,70.51,1.43,52.34,RANGE,,NEUTRAL,,0.73,12.46,24.12,-2.25,CHOP-UP,WATCH,0,
2017-05-22,9102.55,8879.33,8267.86,149.97,55.54,9.14,70.40,70.49,-0.09,55.21,CHOP,CROSS_DOWN,NEUTRAL,,1.53,13.35,26.12,-1.47,CHOP-MID,STAND-ASIDE,0,
2017-05-23,9062.06,8886.05,8275.43,148.40,56.55,8.92,65.16,69.42,-4.26,53.27,CHOP,,NEUTRAL,,1.08,12.85,25.44,-1.91,CHOP-MID,STAND-ASIDE,0,
2017-05-24,9178.15,8895.59,8282.83,148.30,64.72,9.36,69.57,69.45,0.12,57.86,CHOP,CROSS_UP,NEUTRAL,,2.38,14.29,28.22,-0.65,CHOP-UP,WATCH,0,
2017-05-25,9150.14,8907.25,8290.60,145.05,62.85,9.30,70.00,69.56,0.44,56.42,CHOP,,NEUTRAL,,2.06,13.95,23.42,-0.96,CHOP-UP,WATCH,0,
2017-05-26,9087.07,8915.08,8297.75,145.45,63.80,8.85,64.51,68.55,-4.04,53.20,CHOP,CROSS_DOWN,NEUTRAL,,1.36,13.16,23.03,-1.64,CHOP-MID,STAND-ASIDE,0,
2017-05-29,9242.38,8926.24,8305.37,152.17,63.23,9.28,71.86,69.21,2.64,59.35,CHOP,CROSS_UP,NEUTRAL,BEAR_DIV,3.09,15.09,26.46,0.00,TOP-WARNING,NO-NEW,0,
2017-05-30,9197.83,8933.62,8313.36,146.14,60.71,9.68,73.24,70.02,3.22,57.03,CHOP,,NEUTRAL,,2.59,14.54,26.38,-0.48,CHOP-UP,WATCH,0,
2017-05-31,9188.26,8942.59,8321.27,146.09,61.22,9.20,72.73,70.56,2.17,56.52,CHOP,,NEUTRAL,,2.49,14.42,25.05,-0.59,CHOP-UP,WATCH,0,
2017-06-01,9108.25,8951.96,8328.87,153.66,66.37,9.09,65.12,69.47,-4.35,52.32,CHOP,CROSS_DOWN,NEUTRAL,,0.00,13.42,25.03,-1.45,CHOP-MID,STAND-ASIDE,0,
2017-06-02,9154.18,8958.24,8336.35,150.24,65.40,8.46,62.08,67.99,-5.92,54.41,CHOP,,NEUTRAL,,0.50,14.00,25.51,-0.95,CHOP-MID,STAND-ASIDE,0,
2017-06-05,9241.30,8968.75,8344.14,154.54,61.57,8.74,65.94,67.58,-1.65,58.17,CHOP,,NEUTRAL,,1.46,15.08,24.66,-0.01,CHOP-MID,STAND-ASIDE,0,
2017-06-06,9134.93,8976.57,8351.73,155.35,60.95,8.40,59.72,66.01,-6.29,52.48,CHOP,,NEUTRAL,,0.29,13.76,25.94,-1.16,CHOP-MID,STAND-ASIDE,0,
2017-06-07,9187.88,8984.41,8359.95,153.02,60.54,8.50,58.40,64.49,-6.09,54.85,CHOP,,NEUTRAL,,0.87,14.42,23.94,-0.59,CHOP-MID,STAND-ASIDE,0,
2017-06-08,9220.15,8994.49,8367.29,151.18,60.04,8.70,59.27,63.44,-4.18,56.28,CHOP,,NEUTRAL,,1.23,14.82,27.64,-0.24,CHOP-MID,STAND-ASIDE,0,
2017-06-09,9199.83,9003.85,8374.67,152.98,60.97,9.29,57.65,62.29,-4.63,55.10,CHOP,,NEUTRAL,,1.01,14.56,27.10,-0.46,CHOP-MID,STAND-ASIDE,0,
2017-06-12,9200.29,9013.31,8382.20,155.63,62.05,9.19,55.77,60.98,-5.21,55.12,CHOP,,NEUTRAL,,1.01,14.57,28.36,-0.46,CHOP-MID,STAND-ASIDE,0,
2017-06-13,9109.44,9018.74,8389.19,154.64,61.96,9.09,46.41,58.07,-11.66,49.71,CHOP,,NEUTRAL,,0.01,13.44,24.55,-1.44,CHOP-MID,STAND-ASIDE,0,
2017-06-14,9294.60,9028.24,8396.87,168.00,58.92,10.23,53.32,57.12,-3.80,58.63,CHOP,,NEUTRAL,,2.05,15.74,26.09,0.00,CHOP-MID,STAND-ASIDE,0,
2017-06-15,9329.98,9038.11,8404.72,163.25,58.14,11.29,60.95,57.88,3.06,60.08,CHOP,CROSS_UP,NEUTRAL,,2.43,16.18,27.00,0.00,CHOP-UP,WATCH,0,
2017-06-16,9286.92,9046.00,8413.24,158.11,55.71,11.79,62.79,58.86,3.93,57.43,CHOP,,NEUTRAL,,1.96,15.65,25.76,-0.46,CHOP-UP,WATCH,0,
2017-06-19,9335.82,9058.46,8421.49,154.41,56.36,12.50,67.42,60.58,6.85,59.61,CHOP,,NEUTRAL,,2.50,16.26,27.00,0.00,CHOP-UP,WATCH,0,
2017-06-20,9186.22,9066.16,8428.40,154.92,56.63,12.12,58.35,60.13,-1.78,51.01,CHOP,CROSS_DOWN,NEUTRAL,,0.86,14.39,23.74,-1.60,CHOP-MID,STAND-ASIDE,0,
2017-06-21,9217.67,9071.54,8436.37,154.90,66.94,11.96,53.09,58.72,-5.64,52.56,CHOP,,NEUTRAL,,1.20,14.79,24.30,-1.27,CHOP-MID,STAND-ASIDE,0,
2017-06-22,9437.83,9082.87,8445.22,161.74,67.65,12.68,65.92,60.16,5.76,61.70,CHOP,CROSS_UP,NEUTRAL,,3.62,17.53,29.01,0.00,CHOP-UP,WATCH,0,
2017-06-23,9404.54,9093.84,8453.44,158.47,65.37,13.00,72.57,62.64,9.92,59.82,CHOP,,NEUTRAL,,3.25,17.11,27.23,-0.35,CHOP-UP,WATCH,0,
2017-06-26,9317.68,9103.93,8461.63,154.28,64.28,12.89,70.02,64.12,5.90,55.11,CHOP,,NEUTRAL,,2.30,16.03,26.76,-1.27,CHOP-UP,WATCH,0,
2017-06-27,9305.15,9113.64,8469.46,146.48,62.91,12.69,66.22,64.54,1.69,54.44,CHOP,,NEUTRAL,,2.16,15.88,25.64,-1.41,CHOP-UP,WATCH,0,
2017-06-28,9177.81,9121.42,8476.90,146.60,63.28,12.02,52.34,62.10,-9.76,48.09,CHOP,CROSS_DOWN,NEUTRAL,,0.76,14.29,24.12,-2.76,CHOP-MID,STAND-ASIDE,0,
2017-06-29,9315.48,9129.67,8484.77,154.13,64.61,12.11,51.85,60.05,-8.20,54.30,CHOP,,NEUTRAL,,2.28,16.00,28.54,-1.30,CHOP-MID,STAND-ASIDE,0,
2017-06-30,9269.70,9137.35,8492.86,147.78,62.69,12.05,47.22,57.48,-10.26,52.07,CHOP,,NEUTRAL,,1.77,15.43,25.86,-1.78,CHOP-MID,STAND-ASIDE,0,
2017-07-03,9212.75,9141.94,8499.97,147.11,68.18,11.22,38.51,53.69,-15.18,49.35,CHOP,,NEUTRAL,,0.00,14.73,24.73,-2.38,CHOP-DOWN,STAND-ASIDE,0,
2017-07-04,9299.30,9147.11,8507.61,145.04,63.86,10.81,38.15,50.58,-12.43,53.34,CHOP,,NEUTRAL,,0.94,15.80,25.90,-1.47,CHOP-MID,STAND-ASIDE,0,
2017-07-05,9441.41,9156.80,8516.26,148.47,63.90,11.30,48.77,50.22,-1.44,59.04,CHOP,,NEUTRAL,,2.48,17.57,25.15,0.00,CHOP-MID,STAND-ASIDE,0,
2017-07-06,9507.13,9169.97,8525.24,146.12,58.12,12.06,61.78,52.53,9.25,61.39,CHOP,CROSS_UP,NEUTRAL,,3.20,18.39,29.20,0.00,CHOP-UP,WATCH,0,
2017-07-07,9510.28,9181.23,8534.12,142.49,57.91,12.76,71.52,56.33,15.19,61.50,CHOP,,NEUTRAL,,3.23,18.43,24.37,0.00,CHOP-UP,WATCH,0,
2017-07-10,9476.24,9191.45,8542.11,137.41,56.12,13.32,75.62,60.19,15.43,59.46,CHOP,,NEUTRAL,,2.86,18.01,25.86,-0.36,CHOP-UP,WATCH,0,
2017-07-11,9465.05,9202.70,8550.39,133.43,54.61,13.88,77.08,63.57,13.51,58.77,RANGE,,NEUTRAL,,2.74,17.87,27.47,-0.48,CHOP-UP,WATCH,0,
2017-07-12,9517.49,9213.92,8558.88,129.87,50.90,14.51,81.53,67.16,14.37,61.05,RANGE,,NEUTRAL,,3.31,18.52,25.98,0.00,CHOP-UP,WATCH,0,
2017-07-13,9473.14,9225.92,8567.29,130.19,48.84,15.38,80.54,69.84,10.71,58.12,RANGE,,NEUTRAL,,2.83,17.97,27.46,-0.47,CHOP-UP,WATCH,0,
2017-07-14,9400.27,9233.02,8575.23,129.92,49.45,15.21,73.04,70.48,2.57,53.57,RANGE,,NEUTRAL,,2.04,17.06,25.96,-1.23,CHOP-UP,WATCH,0,
2017-07-17,9362.54,9240.30,8583.21,127.62,50.63,14.67,63.32,69.05,-5.72,51.32,RANGE,CROSS_DOWN,NEUTRAL,,1.63,16.59,26.05,-1.63,CHOP-MID,STAND-ASIDE,0,
2017-07-18,9590.67,9252.89,8591.48,137.59,49.63,15.67,73.19,69.87,3.31,61.75,RANGE,CROSS_UP,NEUTRAL,,4.10,19.43,27.48,0.00,CHOP-UP,WATCH,0,
2017-07-19,9546.81,9261.11,8600.28,137.23,47.09,16.29,76.58,71.22,5.36,59.13,RANGE,,NEUTRAL,,3.63,18.89,26.14,-0.46,CHOP-UP,WATCH,0,
2017-07-20,9530.47,9270.35,8608.68,137.25,48.65,16.73,77.06,72.39,4.68,58.14,RANGE,,NEUTRAL,,3.45,18.68,26.51,-0.63,CHOP-UP,WATCH,0,
2017-07-21,9422.92,9279.78,8617.15,141.32,64.16,16.06,67.98,71.51,-3.52,51.97,CHOP,CROSS_DOWN,NEUTRAL,,2.28,17.34,25.63,-1.75,CHOP-MID,STAND-ASIDE,0,
2017-07-24,9420.60,9286.93,8624.64,137.33,64.95,15.46,59.91,69.19,-9.28,51.84,CHOP,,NEUTRAL,,2.26,17.31,24.10,-1.77,CHOP-MID,STAND-ASIDE,0,
2017-07-25,9565.23,9293.46,8633.26,139.60,64.44,15.69,64.44,68.24,-3.80,58.66,CHOP,,NEUTRAL,,3.83,19.11,27.70,-0.27,CHOP-MID,STAND-ASIDE,0,
2017-07-26,9377.79,9298.50,8640.40,149.97,65.39,14.88,52.30,65.05,-12.75,48.98,CHOP,,NEUTRAL,,1.79,16.78,24.87,-2.22,CHOP-MID,STAND-ASIDE,0,
2017-07-27,9513.77,9306.17,8648.90,152.42,67.07,14.40,53.04,62.65,-9.61,54.81,CHOP,,NEUTRAL,,3.27,18.47,26.46,-0.80,CHOP-MID,STAND-ASIDE,0,
2017-07-28,9596.21,9317.48,8657.72,149.49,67.80,14.29,59.60,62.04,-2.44,57.94,CHOP,,NEUTRAL,,4.16,19.50,27.44,0.00,CHOP-MID,STAND-ASIDE,0,
2017-07-31,9442.37,9324.28,8665.39,152.95,69.85,13.37,51.78,59.99,-8.21,50.85,CHOP,,NEUTRAL,,2.49,17.58,25.43,-1.60,CHOP-MID,STAND-ASIDE,0,
2017-08-01,9547.61,9333.99,8673.69,150.71,70.50,12.69,53.46,58.68,-5.22,54.92,CHOP,,NEUTRAL,,0.00,18.90,25.99,-0.51,CHOP-MID,STAND-ASIDE,0,
2017-08-02,9682.39,9344.08,8682.76,154.76,60.10,12.99,64.92,59.93,4.99,59.53,CHOP,CROSS_UP,NEUTRAL,,1.41,20.57,27.67,0.00,CHOP-UP,WATCH,0,
2017-08-03,9681.10,9354.69,8691.77,152.33,60.00,13.26,73.05,62.55,10.50,59.47,CHOP,,NEUTRAL,,1.40,20.56,28.27,-0.01,CHOP-UP,WATCH,0,
2017-08-04,9664.25,9366.24,8700.48,148.18,59.95,13.42,77.25,65.49,11.76,58.60,CHOP,,NEUTRAL,,1.22,20.35,25.54,-0.19,CHOP-UP,WATCH,0,
2017-08-07,9607.04,9373.53,8709.30,148.80,58.09,12.99,75.09,67.41,7.68,55.63,CHOP,,NEUTRAL,,0.62,19.64,26.48,-0.78,CHOP-UP,WATCH,0,
2017-08-08,9729.51,9384.17,8717.65,149.70,57.52,13.27,82.32,70.39,11.93,60.28,CHOP,,NEUTRAL,,1.91,21.16,27.07,0.00,CHOP-UP,WATCH,0,
2017-08-09,9456.58,9389.53,8725.49,162.76,60.71,12.52,65.27,69.37,-4.10,48.17,CHOP,CROSS_DOWN,NEUTRAL,,-0.95,17.76,22.52,-2.81,CHOP-MID,STAND-ASIDE,0,
2017-08-10,9634.17,9400.05,8734.17,172.59,62.33,12.61,65.33,68.56,-3.23,54.56,CHOP,,NEUTRAL,,0.91,19.97,26.77,-0.98,CHOP-MID,STAND-ASIDE,0,
2017-08-11,9745.30,9411.87,8743.16,177.10,57.36,13.13,73.51,69.55,3.95,58.05,CHOP,CROSS_UP,NEUTRAL,,2.07,21.36,28.12,0.00,CHOP-UP,WATCH,0,
2017-08-14,9754.16,9422.13,8752.30,170.98,56.25,13.51,79.78,71.60,8.18,58.33,CHOP,,NEUTRAL,,2.16,21.47,28.52,0.00,CHOP-UP,WATCH,0,
2017-08-15,9787.26,9435.18,8761.33,167.36,62.11,14.01,86.42,74.56,11.86,59.40,CHOP,,NEUTRAL,,2.51,21.88,27.80,0.00,CHOP-UP,WATCH,0,
2017-08-16,9622.52,9443.87,8770.15,169.27,62.26,13.70,77.50,75.15,2.35,52.21,CHOP,,NEUTRAL,,0.78,19.83,25.24,-1.68,CHOP-UP,WATCH,0,
2017-08-17,9736.11,9454.19,8779.01,167.72,62.82,13.82,78.69,75.86,2.83,56.15,CHOP,,NEUTRAL,,1.97,21.24,27.82,-0.52,CHOP-UP,WATCH,0,
2017-08-18,9719.74,9464.59,8787.91,168.91,62.04,14.38,77.42,76.17,1.25,55.44,CHOP,,NEUTRAL,,1.80,21.04,28.84,-0.69,CHOP-UP,WATCH,0,
2017-08-21,9606.71,9472.71,8796.07,166.45,62.24,14.26,66.52,74.24,-7.72,50.68,CHOP,CROSS_DOWN,NEUTRAL,,0.62,19.63,23.93,-1.84,CHOP-MID,STAND-ASIDE,0,
2017-08-22,9824.57,9487.02,8804.89,172.79,62.96,14.92,74.61,74.31,0.29,58.14,CHOP,CROSS_UP,NEUTRAL,BEAR_DIV,2.90,22.34,27.22,0.00,TOP-WARNING,NO-NEW,0,
2017-08-23,9673.88,9494.60,8812.89,175.41,64.27,14.48,68.07,73.07,-4.99,52.25,CHOP,CROSS_DOWN,NEUTRAL,,1.32,20.47,25.70,-1.53,CHOP-MID,STAND-ASIDE,0,
2017-08-24,9763.84,9503.28,8821.69,172.64,64.87,14.55,69.35,72.32,-2.97,55.17,CHOP,,NEUTRAL,,2.26,21.59,26.62,-0.62,CHOP-MID,STAND-ASIDE,0,
2017-08-25,9672.81,9511.00,8829.88,170.90,64.75,14.14,62.30,70.32,-8.02,51.73,CHOP,,NEUTRAL,,1.31,20.45,24.68,-1.54,CHOP-MID,STAND-ASIDE,0,
2017-08-28,9776.82,9519.82,8838.78,168.98,64.50,14.24,64.37,69.13,-4.76,55.17,CHOP,,NEUTRAL,,2.40,21.75,26.00,-0.49,CHOP-MID,STAND-ASIDE,0,
2017-08-29,9689.65,9529.89,8848.11,170.26,81.22,13.51,58.30,66.96,-8.67,51.83,CHOP,,NEUTRAL,,1.49,20.66,27.76,-1.37,CHOP-MID,STAND-ASIDE,0,
2017-08-30,9732.12,9540.18,8856.81,162.89,77.49,13.04,56.26,64.82,-8.56,53.32,CHOP,,NEUTRAL,,1.93,21.19,26.63,-0.94,CHOP-MID,STAND-ASIDE,0,
2017-08-31,9798.28,9547.38,8865.57,160.36,75.63,13.03,59.31,63.72,-4.41,55.61,CHOP,,NEUTRAL,,2.63,22.02,25.54,-0.27,CHOP-MID,STAND-ASIDE,0,
2017-09-01,9685.90,9553.01,8873.60,159.08,76.52,12.54,52.05,61.39,-9.33,51.03,CHOP,,NEUTRAL,,0.00,20.62,27.05,-1.41,CHOP-MID,STAND-ASIDE,0,
2017-09-04,9685.30,9560.36,8881.67,151.75,75.40,12.08,45.73,58.25,-12.53,51.00,CHOP,,NEUTRAL,,-0.01,20.61,26.33,-1.42,CHOP-MID,STAND-ASIDE,0,
2017-09-05,9749.59,9569.25,8889.96,147.93,73.66,11.95,45.38,55.68,-10.30,53.54,CHOP,,NEUTRAL,,0.66,21.41,25.63,-0.76,CHOP-MID,STAND-ASIDE,0,
2017-09-06,9733.23,9580.36,8898.04,148.59,73.84,11.44,43.28,53.20,-9.92,52.79,CHOP,,NEUTRAL,,0.49,21.21,26.72,-0.93,CHOP-MID,STAND-ASIDE,0,
2017-09-07,9829.85,9590.65,8907.18,151.49,75.96,11.35,48.86,52.33,-3.48,56.65,CHOP,,NEUTRAL,,1.49,22.41,27.02,0.00,CHOP-MID,STAND-ASIDE,0,
2017-09-08,9733.90,9599.93,8915.66,155.62,77.97,11.01,45.01,50.87,-5.86,52.10,CHOP,,NEUTRAL,,0.50,21.21,26.59,-0.98,CHOP-MID,STAND-ASIDE,0,
2017-09-11,9766.65,9611.01,8924.41,152.03,75.53,11.12,44.10,49.51,-5.42,53.47,CHOP,,NEUTRAL,,0.83,21.62,26.15,-0.64,CHOP-MID,STAND-ASIDE,0,
2017-09-12,9788.63,9620.80,8933.23,151.22,68.81,11.58,44.63,48.54,-3.90,54.42,CHOP,,NEUTRAL,,1.06,21.90,27.94,-0.42,CHOP-MID,STAND-ASIDE,0,
2017-09-13,9909.27,9630.15,8942.45,151.79,63.89,12.23,54.17,49.66,4.51,59.31,CHOP,CROSS_UP,NEUTRAL,,2.31,23.40,27.21,0.00,CHOP-UP,WATCH,0,
2017-09-14,9699.70,9634.01,8950.94,160.12,66.18,11.37,44.30,48.59,-4.29,49.39,CHOP,CROSS_DOWN,NEUTRAL,,0.14,20.79,24.80,-2.11,CHOP-MID,STAND-ASIDE,0,
2017-09-15,9747.29,9638.75,8959.66,157.41,65.77,10.73,39.87,46.85,-6.98,51.38,CHOP,,NEUTRAL,,0.63,21.38,26.39,-1.63,CHOP-MID,STAND-ASIDE,0,
2017-09-18,9872.67,9646.67,8968.12,159.86,69.10,11.04,45.94,46.67,-0.73,56.25,CHOP,,NEUTRAL,,1.93,22.94,28.05,-0.37,CHOP-MID,STAND-ASIDE,0,
2017-09-19,9810.95,9653.59,8976.96,157.57,70.21,11.04,45.25,46.38,-1.13,53.42,CHOP,,NEUTRAL,,1.29,22.17,26.83,-0.99,CHOP-MID,STAND-ASIDE,0,
2017-09-20,9866.81,9660.58,8984.86,162.65,67.48,11.42,48.65,46.83,1.81,55.60,CHOP,CROSS_UP,NEUTRAL,,1.87,22.87,25.26,-0.43,CHOP-UP,WATCH,0,
2017-09-21,9884.43,9668.80,8994.28,160.12,67.21,11.77,52.16,47.90,4.26,56.30,CHOP,,NEUTRAL,,2.05,23.09,26.59,-0.25,CHOP-UP,WATCH,0,
2017-09-22,9810.99,9677.02,9002.70,159.24,68.76,11.76,48.46,48.01,0.45,52.60,CHOP,,NEUTRAL,,1.29,22.17,25.45,-0.99,CHOP-UP,WATCH,0,
2017-09-25,9856.50,9686.90,9011.32,154.39,68.65,12.12,48.64,48.14,0.50,54.59,CHOP,,NEUTRAL,,1.76,22.74,26.53,-0.53,CHOP-UP,WATCH,0,
2017-09-26,9995.64,9695.00,9020.90,158.75,62.10,13.26,59.33,50.38,8.95,60.11,CHOP,,NEUTRAL,,3.20,24.47,27.94,0.00,CHOP-UP,WATCH,0,
2017-09-27,9895.14,9701.96,9029.94,156.27,61.02,13.59,59.01,52.10,6.90,54.92,CHOP,,NEUTRAL,,2.16,23.22,27.41,-1.01,CHOP-UP,WATCH,0,
2017-09-28,9957.86,9710.51,9038.94,152.57,60.71,14.11,63.09,54.30,8.79,57.39,CHOP,,NEUTRAL,,2.81,24.00,25.48,-0.38,CHOP-UP,WATCH,0,
2017-09-29,10003.13,9722.12,9048.25,147.37,60.26,14.78,69.17,57.27,11.90,59.13,CHOP,,NEUTRAL,,3.28,24.57,28.45,0.00,CHOP-UP,WATCH,0,
2017-10-02,9897.65,9731.66,9056.96,150.30,61.10,14.29,64.74,58.77,5.97,53.63,CHOP,,NEUTRAL,,0.00,23.25,26.08,-1.05,CHOP-UP,WATCH,0,
2017-10-03,10011.42,9740.58,9065.78,157.37,56.60,14.84,69.61,60.94,8.67,58.15,CHOP,,NEUTRAL,,1.15,24.67,29.54,0.00,CHOP-UP,WATCH,0,
2017-10-04,9908.69,9751.20,9074.57,157.00,54.60,14.67,64.43,61.63,2.80,53.11,RANGE,,NEUTRAL,,0.11,23.39,25.07,-1.03,CHOP-UP,WATCH,0,
2017-10-05,9972.84,9760.38,9083.70,165.85,65.47,15.14,64.76,62.26,2.50,55.69,CHOP,,NEUTRAL,,0.76,24.19,27.16,-0.39,CHOP-UP,WATCH,0,
2017-10-06,10030.89,9769.07,9093.70,170.69,61.02,15.93,68.91,63.59,5.32,57.95,CHOP,,NEUTRAL,,1.35,24.91,26.20,0.00,CHOP-UP,WATCH,0,
2017-10-09,10124.97,9782.73,9103.39,167.61,61.01,16.67,78.88,66.65,12.23,61.38,CHOP,,NEUTRAL,,2.30,26.08,29.57,0.00,CHOP-UP,WATCH,0,
2017-10-10,9849.45,9788.76,9111.51,176.93,62.11,15.74,63.81,66.08,-2.27,48.82,CHOP,CROSS_DOWN,NEUTRAL,,-0.49,22.65,25.76,-2.72,CHOP-MID,STAND-ASIDE,0,
2017-10-11,10341.66,9801.95,9122.19,209.43,51.83,16.92,90.55,70.97,19.57,63.28,RANGE,CROSS_UP,NEUTRAL,,4.49,28.78,30.75,0.00,CHOP-UP,WATCH,0,
2017-10-12,10056.27,9809.45,9131.12,217.62,58.25,17.04,87.69,74.32,13.38,53.79,CHOP,,NEUTRAL,,1.60,25.23,27.49,-2.76,CHOP-UP,WATCH,0,
2017-10-13,10066.16,9817.49,9139.96,213.30,59.05,17.44,85.25,76.50,8.74,54.05,CHOP,,NEUTRAL,,1.70,25.35,27.93,-2.66,CHOP-UP,WATCH,0,
2017-10-16,9968.20,9824.71,9148.37,211.14,58.66,17.24,74.54,76.11,-1.57,51.02,CHOP,CROSS_DOWN,NEUTRAL,,0.71,24.13,26.54,-3.61,CHOP-MID,STAND-ASIDE,0,
2017-10-17,10094.49,9832.01,9157.65,208.97,59.34,17.51,75.39,75.97,-0.58,54.55,CHOP,,NEUTRAL,,1.99,25.71,27.39,-2.39,CHOP-MID,STAND-ASIDE,0,
2017-10-18,10221.07,9847.30,9167.64,204.58,59.85,18.03,85.28,77.83,7.45,57.84,CHOP,CROSS_UP,NEUTRAL,,3.27,27.28,30.33,-1.17,CHOP-UP,WATCH,0,
2017-10-19,10183.08,9858.28,9177.31,197.81,60.20,18.30,89.03,80.07,8.96,56.52,CHOP,,NEUTRAL,,2.88,26.81,26.35,-1.53,CHOP-UP,WATCH,0,
2017-10-20,10079.91,9864.97,9186.45,192.86,60.19,18.20,82.73,80.60,2.13,52.98,CHOP,,NEUTRAL,,1.84,25.52,27.78,-2.53,CHOP-UP,WATCH,0,
2017-10-23,10121.90,9872.33,9195.24,191.65,59.31,18.55,80.19,80.52,-0.33,54.24,CHOP,CROSS_DOWN,NEUTRAL,,2.27,26.05,28.17,-2.12,CHOP-MID,STAND-ASIDE,0,
2017-10-24,10074.18,9878.07,9204.13,187.37,59.06,18.63,73.49,79.11,-5.63,52.52,CHOP,,NEUTRAL,,1.78,25.45,26.77,-2.59,CHOP-MID,STAND-ASIDE,0,
2017-10-25,10236.71,9890.35,9214.00,188.98,58.18,19.20,80.36,79.36,1.00,57.46,CHOP,CROSS_UP,NEUTRAL,,3.43,27.48,29.14,-1.01,CHOP-UP,WATCH,0,
2017-10-26,10092.21,9897.47,9223.40,188.54,57.55,19.03,73.31,78.15,-4.85,52.25,CHOP,CROSS_DOWN,NEUTRAL,,1.97,25.68,26.45,-2.41,CHOP-MID,STAND-ASIDE,0,
2017-10-27,10115.04,9905.38,9232.33,182.89,57.32,18.77,68.76,76.27,-7.51,52.98,CHOP,,NEUTRAL,,2.20,25.96,28.72,-2.19,CHOP-MID,STAND-ASIDE,0,
2017-10-30,9907.06,9911.39,9240.47,192.31,56.02,17.44,47.83,70.59,-22.76,46.11,CHOP,,NEUTRAL,,0.10,23.37,24.39,-4.20,CHOP-DOWN,STAND-ASIDE,0,
2017-10-31,10219.58,9919.29,9249.31,203.67,65.25,17.40,55.81,67.63,-11.82,55.45,CHOP,,NEUTRAL,,3.25,27.26,28.70,-1.18,CHOP-MID,STAND-ASIDE,0,
